NetID,Email Address,Section,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
jgc21028,jill.clark@univ.edu,3,Jill,Clark,jgc21028,70.0,80,2019-08-29 08:56:02-07:00,71,80,2019-09-05 08:56:02-07:00,52,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,56,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,53,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,62,100,2019-10-08 12:30:07-07:00,94,100,2019-11-08 12:30:07-07:00,88,100,2019-12-08 12:30:07-07:00,9,6,14,11,4,0.62,0.94,0.88,0.8243243243243243,0.8183769841269841,0.8243243243243243,0.6376811594202898,0.6321517697988287,0.6376811594202898,0.7780340775558168,78.0,C
llf55044,linda.friedman@univ.edu,3,Linda,Friedman,llf55044,49.0,80,2019-08-29 08:56:02-07:00,70,80,2019-09-05 08:56:02-07:00,62,80,2019-09-12 08:56:02-07:00,83,100,2019-09-19 08:56:02-07:00,58,70,2019-09-26 08:56:02-07:00,79,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,86,100,2019-11-08 12:30:07-07:00,70,100,2019-12-08 12:30:07-07:00,10,9,8,5,8,0.64,0.86,0.7,0.8094594594594594,0.8095992063492063,0.8095992063492063,0.5797101449275363,0.6006977336389101,0.6006977336389101,0.7270490026313555,73.0,C
bmb94857,belinda.bailey@univ.edu,3,Belinda,Bailey,bmb94857,60.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,76,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,83,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,58,60,2019-10-31 08:56:02-07:00,83,100,2019-10-08 12:30:07-07:00,95,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,6,10,9,14,4,0.83,0.95,0.87,0.822972972972973,0.8281865079365079,0.8281865079365079,0.6231884057971014,0.6149732620320856,0.6231884057971014,0.7852311249137337,79.0,C
hxw92728,heather.webb@univ.edu,3,Heather,Webb,hxw92728,56.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,60,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,100,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,62,100,2019-12-08 12:30:07-07:00,5,11,16,9,4,1.0,0.61,0.62,0.7013513513513514,0.6997619047619048,0.7013513513513514,0.6521739130434783,0.6210491469314998,0.6521739130434783,0.6801927144535841,69.0,D
abg77872,april.greer@univ.edu,3,April,Greer,abg77872,61.0,80,2019-08-29 08:56:02-07:00,62,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,58,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,46,70,2019-10-17 08:56:02-07:00,60,60,2019-10-24 08:56:02-07:00,36,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,94,100,2019-12-08 12:30:07-07:00,8,11,13,13,12,0.74,0.71,0.94,0.7472972972972973,0.7466269841269841,0.7472972972972973,0.8260869565217391,0.830776674306086,0.830776674306086,0.7971519212107446,80.0,B
axf16145,ashlee.foster@univ.edu,3,Ashlee,Foster,axf16145,79.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,74,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,75,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,45,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,43,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,5,12,17,14,12,0.73,0.61,0.74,0.8337837837837838,0.8233690476190476,0.8337837837837838,0.8695652173913043,0.850909090909091,0.8695652173913043,0.8028830787309049,81.0,B
tgl37922,tammy.leon@univ.edu,3,Tammy,Leon,tgl37922,63.0,80,2019-08-29 08:56:02-07:00,75,80,2019-09-05 08:56:02-07:00,63,80,2019-09-12 08:56:02-07:00,70,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,90,100,2019-11-08 12:30:07-07:00,87,100,2019-12-08 12:30:07-07:00,4,14,17,6,4,0.88,0.9,0.87,0.8094594594594594,0.8022500000000001,0.8094594594594594,0.6521739130434783,0.6117748917748917,0.6521739130434783,0.7839359576968272,79.0,C
cxr98775,carol.reyes@univ.edu,3,Carol,Reyes,cxr98775,75.0,80,2019-08-29 08:56:02-07:00,80,80,2019-09-05 08:56:02-07:00,66,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,60,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,37,50,2019-10-10 08:56:02-07:00,65,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,99,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,90,100,2019-12-08 12:30:07-07:00,5,15,8,14,6,0.99,0.91,0.9,0.8189189189189189,0.8224880952380953,0.8224880952380953,0.6956521739130435,0.6850267379679145,0.6956521739130435,0.8131908902691513,82.0,B
ajt73762,amy.terry@univ.edu,3,Amy,Terry,ajt73762,71.0,80,2019-08-29 08:56:02-07:00,54,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,93,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,30,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,81,100,2019-11-08 12:30:07-07:00,79,100,2019-12-08 12:30:07-07:00,4,12,9,5,7,0.6,0.81,0.79,0.8337837837837838,0.8190912698412699,0.8337837837837838,0.5362318840579711,0.5267048637636873,0.5362318840579711,0.723883078730905,73.0,C
lxd16906,luke.davidson@univ.edu,3,Luke,Davidson,lxd16906,49.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,77,80,2019-09-12 08:56:02-07:00,94,100,2019-09-19 08:56:02-07:00,45,70,2019-09-26 08:56:02-07:00,69,90,2019-10-03 08:56:02-07:00,40,50,2019-10-10 08:56:02-07:00,53,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,60,100,2019-12-08 12:30:07-07:00,7,14,14,8,5,0.92,0.62,0.6,0.8297297297297297,0.82775,0.8297297297297297,0.6956521739130435,0.6762643239113827,0.6956521739130435,0.738587544065805,74.0,C
bxm17365,brett.miranda@univ.edu,3,Brett,Miranda,bxm17365,74.0,80,2019-08-29 08:56:02-07:00,63,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,71,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,62,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,54,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,82,100,2019-10-08 12:30:07-07:00,94,100,2019-11-08 12:30:07-07:00,95,100,2019-12-08 12:30:07-07:00,11,9,15,11,8,0.82,0.94,0.95,0.7878378378378378,0.7983888888888889,0.7983888888888889,0.782608695652174,0.7869467787114846,0.7869467787114846,0.8329395891690009,84.0,B
rxd55884,rachel.dennis@univ.edu,3,Rachel,Dennis,rxd55884,73.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,69,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,41,60,2019-10-31 08:56:02-07:00,72,100,2019-10-08 12:30:07-07:00,98,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,7,6,7,6,11,0.72,0.98,0.86,0.7837837837837838,0.7874642857142857,0.7874642857142857,0.5362318840579711,0.558673287496817,0.558673287496817,0.7455877005347594,75.0,C
rsj94156,robert.johnston@univ.edu,3,Robert,Johnston,rsj94156,74.0,80,2019-08-29 08:56:02-07:00,64,80,2019-09-05 08:56:02-07:00,64,80,2019-09-12 08:56:02-07:00,76,100,2019-09-19 08:56:02-07:00,64,70,2019-09-26 08:56:02-07:00,56,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,46,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,43,60,2019-10-31 08:56:02-07:00,98,100,2019-10-08 12:30:07-07:00,61,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,9,12,13,10,5,0.98,0.61,0.74,0.7594594594594595,0.7551984126984127,0.7594594594594595,0.7101449275362319,0.702768016297428,0.7101449275362319,0.7378272620446533,74.0,C
mxb67936,michael.benton@univ.edu,3,Michael,Benton,mxb67936,54.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,68,80,2019-09-12 08:56:02-07:00,65,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,63,90,2019-10-03 08:56:02-07:00,49,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,78,100,2019-10-08 12:30:07-07:00,91,100,2019-11-08 12:30:07-07:00,91,100,2019-12-08 12:30:07-07:00,7,6,17,10,4,0.78,0.91,0.91,0.7581081081081081,0.7703809523809524,0.7703809523809524,0.6376811594202898,0.6167965367965368,0.6376811594202898,0.7659567287784679,77.0,C
sxs30610,stephanie.sampson@univ.edu,3,Stephanie,Sampson,sxs30610,77.0,80,2019-08-29 08:56:02-07:00,50,80,2019-09-05 08:56:02-07:00,57,80,2019-09-12 08:56:02-07:00,81,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,84,90,2019-10-03 08:56:02-07:00,39,50,2019-10-10 08:56:02-07:00,54,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,59,60,2019-10-31 08:56:02-07:00,87,100,2019-10-08 12:30:07-07:00,100,100,2019-11-08 12:30:07-07:00,75,100,2019-12-08 12:30:07-07:00,10,10,6,12,4,0.87,1.0,0.75,0.8324324324324325,0.833047619047619,0.833047619047619,0.6086956521739131,0.6238349885408709,0.6238349885408709,0.7763695441813089,78.0,C
tbr17292,troy.raymond@univ.edu,3,Troy,Raymond,tbr17292,50.0,80,2019-08-29 08:56:02-07:00,59,80,2019-09-05 08:56:02-07:00,79,80,2019-09-12 08:56:02-07:00,98,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,44,50,2019-10-10 08:56:02-07:00,66,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,49,60,2019-10-31 08:56:02-07:00,91,100,2019-10-08 12:30:07-07:00,67,100,2019-11-08 12:30:07-07:00,100,100,2019-12-08 12:30:07-07:00,7,7,14,7,5,0.91,0.67,1.0,0.8418918918918918,0.8403650793650794,0.8418918918918918,0.5797101449275363,0.5686452762923351,0.5797101449275363,0.7731698002350177,78.0,C
nsb43944,nathan.bates@univ.edu,3,Nathan,Bates,nsb43944,68.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,69,80,2019-09-12 08:56:02-07:00,72,100,2019-09-19 08:56:02-07:00,61,70,2019-09-26 08:56:02-07:00,80,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,71,100,2019-10-08 12:30:07-07:00,76,100,2019-11-08 12:30:07-07:00,82,100,2019-12-08 12:30:07-07:00,6,12,6,11,10,0.71,0.76,0.82,0.8432432432432433,0.843793650793651,0.843793650793651,0.6521739130434783,0.6634886681945507,0.6634886681945507,0.7710640607758256,78.0,C
sxc85021,scott.cervantes@univ.edu,3,Scott,Cervantes,sxc85021,51.0,80,2019-08-29 08:56:02-07:00,70,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,78,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,68,90,2019-10-03 08:56:02-07:00,45,50,2019-10-10 08:56:02-07:00,66,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,56,60,2019-10-31 08:56:02-07:00,60,100,2019-10-08 12:30:07-07:00,100,100,2019-11-08 12:30:07-07:00,89,100,2019-12-08 12:30:07-07:00,4,8,9,12,9,0.6,1.0,0.89,0.8364864864864865,0.8481984126984129,0.8481984126984129,0.6086956521739131,0.6067048637636873,0.6086956521739131,0.7853880607315391,79.0,C
kpr82051,kimberly.rhodes@univ.edu,3,Kimberly,Rhodes,kpr82051,60.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,60,80,2019-09-12 08:56:02-07:00,79,100,2019-09-19 08:56:02-07:00,42,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,48,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,47,60,2019-10-31 08:56:02-07:00,61,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,9,13,16,12,6,0.61,0.62,0.97,0.7635135135135135,0.7557103174603175,0.7635135135135135,0.8115942028985508,0.7966335625159154,0.8115942028985508,0.7868836662749706,79.0,C
sxj49423,sarah.jones@univ.edu,3,Sarah,Jones,sxj49423,62.0,80,2019-08-29 08:56:02-07:00,49,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,71,90,2019-10-03 08:56:02-07:00,37,50,2019-10-10 08:56:02-07:00,60,70,2019-10-17 08:56:02-07:00,36,60,2019-10-24 08:56:02-07:00,37,60,2019-10-31 08:56:02-07:00,89,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,94,100,2019-12-08 12:30:07-07:00,9,15,15,14,12,0.89,0.68,0.94,0.7243243243243244,0.7177698412698412,0.7243243243243244,0.9420289855072463,0.9401069518716578,0.9420289855072463,0.8258384253819036,83.0,B
kxm62826,kimberly.mccall@univ.edu,3,Kimberly,Mccall,kxm62826,61.0,80,2019-08-29 08:56:02-07:00,53,80,2019-09-05 08:56:02-07:00,79,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,44,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,48,70,2019-10-17 08:56:02-07:00,60,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,79,100,2019-10-08 12:30:07-07:00,98,100,2019-11-08 12:30:07-07:00,60,100,2019-12-08 12:30:07-07:00,11,15,10,12,4,0.79,0.98,0.6,0.8378378378378378,0.8313452380952381,0.8378378378378378,0.7536231884057971,0.7557422969187676,0.7557422969187676,0.7893578242107655,79.0,C
jxr10806,jason.reyes@univ.edu,3,Jason,Reyes,jxr10806,67.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,57,70,2019-09-26 08:56:02-07:00,70,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,57,60,2019-10-24 08:56:02-07:00,44,60,2019-10-31 08:56:02-07:00,70,100,2019-10-08 12:30:07-07:00,81,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,9,13,13,6,4,0.7,0.81,0.86,0.8,0.8024682539682539,0.8024682539682539,0.6521739130434783,0.6422918258212376,0.6521739130434783,0.761639475500345,77.0,C
