NetID,Email Address,Section,First Name,Last Name,SID,Homework 1,Homework 1 - Max Points,Homework 1 - Submission Time,Homework 2,Homework 2 - Max Points,Homework 2 - Submission Time,Homework 3,Homework 3 - Max Points,Homework 3 - Submission Time,Homework 4,Homework 4 - Max Points,Homework 4 - Submission Time,Homework 5,Homework 5 - Max Points,Homework 5 - Submission Time,Homework 6,Homework 6 - Max Points,Homework 6 - Submission Time,Homework 7,Homework 7 - Max Points,Homework 7 - Submission Time,Homework 8,Homework 8 - Max Points,Homework 8 - Submission Time,Homework 9,Homework 9 - Max Points,Homework 9 - Submission Time,Homework 10,Homework 10 - Max Points,Homework 10 - Submission Time,Exam 1,Exam 1 - Max Points,Exam 1 - Submission Time,Exam 2,Exam 2 - Max Points,Exam 2 - Submission Time,Exam 3,Exam 3 - Max Points,Exam 3 - Submission Time,Quiz 1,Quiz 2,Quiz 3,Quiz 4,Quiz 5,Exam 1 Score,Exam 2 Score,Exam 3 Score,Total Homework,Average Homework,Homework Score,Total Quizzes,Average Quizzes,Quiz Score,Final Score,Ceiling Score,Final Grade
msl77920,mark.lopez@univ.edu,1,Mark,Lopez,msl77920,58.0,80,2019-08-29 08:56:02-07:00,51,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,69,100,2019-09-19 08:56:02-07:00,65,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,59,70,2019-10-17 08:56:02-07:00,45,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,94,100,2019-10-08 12:30:07-07:00,87,100,2019-11-08 12:30:07-07:00,78,100,2019-12-08 12:30:07-07:00,4,15,15,7,9,0.94,0.87,0.78,0.75,0.7468095238095238,0.75,0.7246376811594203,0.6991978609625669,0.7246376811594203,0.7683913043478261,77.0,C
thh29195,taylor.hernandez@univ.edu,1,Taylor,Hernandez,thh29195,54.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,67,100,2019-09-19 08:56:02-07:00,56,70,2019-09-26 08:56:02-07:00,77,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,57,70,2019-10-17 08:56:02-07:00,52,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,92,100,2019-10-08 12:30:07-07:00,83,100,2019-11-08 12:30:07-07:00,98,100,2019-12-08 12:30:07-07:00,11,12,14,5,9,0.92,0.83,0.98,0.7391891891891892,0.7420674603174603,0.7420674603174603,0.7391304347826086,0.7461344537815127,0.7461344537815127,0.7966673202614379,80.0,B
jxm83777,jorge.miller@univ.edu,1,Jorge,Miller,jxm83777,69.0,80,2019-08-29 08:56:02-07:00,56,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,88,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,47,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,58,60,2019-10-24 08:56:02-07:00,57,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,81,100,2019-12-08 12:30:07-07:00,10,10,6,14,11,0.74,0.73,0.81,0.831081081081081,0.8409682539682539,0.8409682539682539,0.7391304347826086,0.7690730837789661,0.7690730837789661,0.7986092267209914,80.0,B
txt65366,thomas.terry@univ.edu,1,Thomas,Terry,txt65366,72.0,80,2019-08-29 08:56:02-07:00,60,80,2019-09-05 08:56:02-07:00,51,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,87,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,50,60,2019-10-31 08:56:02-07:00,83,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,99,100,2019-12-08 12:30:07-07:00,8,14,13,8,9,0.83,0.74,0.99,0.7864864864864864,0.7693690476190477,0.7864864864864864,0.7536231884057971,0.7493481028775146,0.7536231884057971,0.8046815511163338,81.0,B
cxd92501,cameron.dennis@univ.edu,1,Cameron,Dennis,cxd92501,75.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,59,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,36,50,2019-10-10 08:56:02-07:00,59,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,54,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,66,100,2019-11-08 12:30:07-07:00,68,100,2019-12-08 12:30:07-07:00,4,6,13,5,4,0.88,0.66,0.68,0.7810810810810811,0.7869087301587301,0.7869087301587301,0.463768115942029,0.4437636872930991,0.463768115942029,0.6658939268461007,67.0,D
kxf45205,katelyn.faulkner@univ.edu,1,Katelyn,Faulkner,kxf45205,65.0,80,2019-08-29 08:56:02-07:00,65,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,34,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,44,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,68,100,2019-10-08 12:30:07-07:00,60,100,2019-11-08 12:30:07-07:00,61,100,2019-12-08 12:30:07-07:00,6,12,17,14,6,0.68,0.6,0.61,0.8081081081081081,0.8019484126984127,0.8081081081081081,0.7971014492753623,0.7690909090909092,0.7971014492753623,0.7478736780258519,75.0,C
bxs54690,billy.schwartz@univ.edu,1,Billy,Schwartz,bxs54690,56.0,80,2019-08-29 08:56:02-07:00,52,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,89,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,66,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,48,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,89,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,93,100,2019-12-08 12:30:07-07:00,11,12,11,10,9,0.89,0.62,0.93,0.7418918918918919,0.7385714285714287,0.7418918918918919,0.7681159420289855,0.7822689075630253,0.7822689075630253,0.7774374290256644,78.0,C
djb29817,david.beck@univ.edu,1,David,Beck,djb29817,62.0,80,2019-08-29 08:56:02-07:00,79,80,2019-09-05 08:56:02-07:00,48,80,2019-09-12 08:56:02-07:00,61,100,2019-09-19 08:56:02-07:00,43,70,2019-09-26 08:56:02-07:00,59,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,51,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,91,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,65,100,2019-12-08 12:30:07-07:00,4,7,7,12,7,0.91,0.74,0.65,0.7283783783783784,0.7377579365079365,0.7377579365079365,0.5362318840579711,0.5365087853323148,0.5365087853323148,0.6730558102028691,68.0,D
sgm04582,shawn.marshall@univ.edu,1,Shawn,Marshall,sgm04582,70.0,80,2019-08-29 08:56:02-07:00,73,80,2019-09-05 08:56:02-07:00,50,80,2019-09-12 08:56:02-07:00,96,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,55,90,2019-10-03 08:56:02-07:00,46,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,38,60,2019-10-24 08:56:02-07:00,39,60,2019-10-31 08:56:02-07:00,69,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,62,100,2019-12-08 12:30:07-07:00,8,9,15,11,6,0.69,0.68,0.62,0.7675675675675676,0.7629801587301588,0.7675675675675676,0.7101449275362319,0.6990679908326967,0.7101449275362319,0.7155705052878966,72.0,C
bms82804,beth.sanders@univ.edu,1,Beth,Sanders,bms82804,59.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,85,100,2019-09-19 08:56:02-07:00,68,70,2019-09-26 08:56:02-07:00,77,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,52,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,67,100,2019-12-08 12:30:07-07:00,4,12,9,10,9,0.73,0.71,0.67,0.8027027027027027,0.8010674603174603,0.8027027027027027,0.6376811594202898,0.631466768525592,0.6376811594202898,0.7203854289071681,73.0,C
mxj54725,michele.jones@univ.edu,1,Michele,Jones,mxj54725,67.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,65,80,2019-09-12 08:56:02-07:00,95,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,89,90,2019-10-03 08:56:02-07:00,42,50,2019-10-10 08:56:02-07:00,58,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,55,60,2019-10-31 08:56:02-07:00,100,100,2019-10-08 12:30:07-07:00,82,100,2019-11-08 12:30:07-07:00,63,100,2019-12-08 12:30:07-07:00,7,6,12,6,6,1.0,0.82,0.63,0.8621621621621621,0.855329365079365,0.8621621621621621,0.5362318840579711,0.5341634835752482,0.5362318840579711,0.7322344300822563,74.0,C
jxw98212,jill.walsh@univ.edu,1,Jill,Walsh,jxw98212,65.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,49,80,2019-09-12 08:56:02-07:00,73,100,2019-09-19 08:56:02-07:00,47,70,2019-09-26 08:56:02-07:00,74,90,2019-10-03 08:56:02-07:00,38,50,2019-10-10 08:56:02-07:00,68,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,73,100,2019-10-08 12:30:07-07:00,99,100,2019-11-08 12:30:07-07:00,78,100,2019-12-08 12:30:07-07:00,6,13,6,9,4,0.73,0.99,0.78,0.7432432432432432,0.7446746031746031,0.7446746031746031,0.5507246376811594,0.5482505729564553,0.5507246376811594,0.715587232574189,72.0,C
jmp63760,jonathan.pena@univ.edu,1,Jonathan,Pena,jmp63760,53.0,80,2019-08-29 08:56:02-07:00,74,80,2019-09-05 08:56:02-07:00,55,80,2019-09-12 08:56:02-07:00,70,100,2019-09-19 08:56:02-07:00,51,70,2019-09-26 08:56:02-07:00,74,90,2019-10-03 08:56:02-07:00,33,50,2019-10-10 08:56:02-07:00,63,70,2019-10-17 08:56:02-07:00,47,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,79,100,2019-11-08 12:30:07-07:00,84,100,2019-12-08 12:30:07-07:00,9,8,13,10,5,0.74,0.79,0.84,0.7594594594594595,0.7569126984126984,0.7594594594594595,0.6521739130434783,0.6494346829640947,0.6521739130434783,0.7414359576968272,75.0,C
sxw76890,samuel.weber@univ.edu,1,Samuel,Weber,sxw76890,71.0,80,2019-08-29 08:56:02-07:00,78,80,2019-09-05 08:56:02-07:00,74,80,2019-09-12 08:56:02-07:00,86,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,81,90,2019-10-03 08:56:02-07:00,31,50,2019-10-10 08:56:02-07:00,48,70,2019-10-17 08:56:02-07:00,55,60,2019-10-24 08:56:02-07:00,44,60,2019-10-31 08:56:02-07:00,79,100,2019-10-08 12:30:07-07:00,96,100,2019-11-08 12:30:07-07:00,86,100,2019-12-08 12:30:07-07:00,6,12,14,5,6,0.79,0.96,0.86,0.8608108108108108,0.8488928571428571,0.8608108108108108,0.6231884057971014,0.6052253628724217,0.6231884057971014,0.7957808460634548,80.0,B
rge65208,richard.elliott@univ.edu,1,Richard,Elliott,rge65208,49.0,80,2019-08-29 08:56:02-07:00,64,80,2019-09-05 08:56:02-07:00,76,80,2019-09-12 08:56:02-07:00,80,100,2019-09-19 08:56:02-07:00,49,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,41,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,37,60,2019-10-24 08:56:02-07:00,42,60,2019-10-31 08:56:02-07:00,66,100,2019-10-08 12:30:07-07:00,64,100,2019-11-08 12:30:07-07:00,74,100,2019-12-08 12:30:07-07:00,6,13,17,11,12,0.66,0.64,0.74,0.754054054054054,0.7507103174603175,0.754054054054054,0.855072463768116,0.8395670995670995,0.855072463768116,0.7661433607520565,77.0,C
dxp49123,douglas.payne@univ.edu,1,Douglas,Payne,dxp49123,48.0,80,2019-08-29 08:56:02-07:00,55,80,2019-09-05 08:56:02-07:00,49,80,2019-09-12 08:56:02-07:00,62,100,2019-09-19 08:56:02-07:00,46,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,35,50,2019-10-10 08:56:02-07:00,62,70,2019-10-17 08:56:02-07:00,51,60,2019-10-24 08:56:02-07:00,51,60,2019-10-31 08:56:02-07:00,74,100,2019-10-08 12:30:07-07:00,71,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,8,7,7,12,5,0.74,0.71,0.96,0.7418918918918919,0.7462857142857142,0.7462857142857142,0.5652173913043478,0.575902724726254,0.575902724726254,0.7232851031321619,73.0,C
pmk49230,paige.king@univ.edu,1,Paige,King,pmk49230,61.0,80,2019-08-29 08:56:02-07:00,61,80,2019-09-05 08:56:02-07:00,61,80,2019-09-12 08:56:02-07:00,75,100,2019-09-19 08:56:02-07:00,63,70,2019-09-26 08:56:02-07:00,86,90,2019-10-03 08:56:02-07:00,43,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,50,60,2019-10-24 08:56:02-07:00,46,60,2019-10-31 08:56:02-07:00,97,100,2019-10-08 12:30:07-07:00,99,100,2019-11-08 12:30:07-07:00,63,100,2019-12-08 12:30:07-07:00,8,13,17,14,9,0.97,0.99,0.63,0.8243243243243243,0.826734126984127,0.826734126984127,0.8840579710144928,0.8687878787878788,0.8840579710144928,0.8379110420979987,84.0,B
sxv18182,sara.vasquez@univ.edu,1,Sara,Vasquez,sxv18182,63.0,80,2019-08-29 08:56:02-07:00,65,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,98,100,2019-09-19 08:56:02-07:00,70,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,32,50,2019-10-10 08:56:02-07:00,55,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,64,100,2019-10-08 12:30:07-07:00,73,100,2019-11-08 12:30:07-07:00,75,100,2019-12-08 12:30:07-07:00,5,7,8,6,5,0.64,0.73,0.75,0.8013513513513514,0.7865436507936507,0.8013513513513514,0.4492753623188406,0.4474076903488668,0.4492753623188406,0.6728231492361928,68.0,D
rkr43763,rhonda.rice@univ.edu,1,Rhonda,Rice,rkr43763,77.0,80,2019-08-29 08:56:02-07:00,48,80,2019-09-05 08:56:02-07:00,53,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,67,70,2019-09-26 08:56:02-07:00,67,90,2019-10-03 08:56:02-07:00,50,50,2019-10-10 08:56:02-07:00,43,70,2019-10-17 08:56:02-07:00,43,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,61,100,2019-10-08 12:30:07-07:00,98,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,8,9,14,6,9,0.61,0.98,0.96,0.7675675675675676,0.780420634920635,0.780420634920635,0.6666666666666666,0.6658747135217722,0.6666666666666666,0.7846682539682539,79.0,C
ksp17362,kristin.petersen@univ.edu,1,Kristin,Petersen,ksp17362,49.0,80,2019-08-29 08:56:02-07:00,77,80,2019-09-05 08:56:02-07:00,75,80,2019-09-12 08:56:02-07:00,90,100,2019-09-19 08:56:02-07:00,54,70,2019-09-26 08:56:02-07:00,90,90,2019-10-03 08:56:02-07:00,45,50,2019-10-10 08:56:02-07:00,47,70,2019-10-17 08:56:02-07:00,46,60,2019-10-24 08:56:02-07:00,40,60,2019-10-31 08:56:02-07:00,97,100,2019-10-08 12:30:07-07:00,68,100,2019-11-08 12:30:07-07:00,97,100,2019-12-08 12:30:07-07:00,8,8,7,5,5,0.97,0.68,0.97,0.8283783783783784,0.8188690476190477,0.8283783783783784,0.4782608695652174,0.4892360580595875,0.4892360580595875,0.7401221687692275,75.0,C
txw75701,travis.washington@univ.edu,1,Travis,Washington,txw75701,64.0,80,2019-08-29 08:56:02-07:00,67,80,2019-09-05 08:56:02-07:00,56,80,2019-09-12 08:56:02-07:00,92,100,2019-09-19 08:56:02-07:00,50,70,2019-09-26 08:56:02-07:00,85,90,2019-10-03 08:56:02-07:00,46,50,2019-10-10 08:56:02-07:00,69,70,2019-10-17 08:56:02-07:00,40,60,2019-10-24 08:56:02-07:00,52,60,2019-10-31 08:56:02-07:00,94,100,2019-10-08 12:30:07-07:00,74,100,2019-11-08 12:30:07-07:00,68,100,2019-12-08 12:30:07-07:00,11,13,10,9,8,0.94,0.74,0.68,0.8391891891891892,0.8355277777777779,0.8391891891891892,0.7391304347826086,0.7528851540616246,0.7528851540616246,0.784541221894163,79.0,C
sxt33634,sandra.thomas@univ.edu,1,Sandra,Thomas,sxt33634,65.0,80,2019-08-29 08:56:02-07:00,66,80,2019-09-05 08:56:02-07:00,67,80,2019-09-12 08:56:02-07:00,68,100,2019-09-19 08:56:02-07:00,69,70,2019-09-26 08:56:02-07:00,65,90,2019-10-03 08:56:02-07:00,39,50,2019-10-10 08:56:02-07:00,64,70,2019-10-17 08:56:02-07:00,41,60,2019-10-24 08:56:02-07:00,38,60,2019-10-31 08:56:02-07:00,88,100,2019-10-08 12:30:07-07:00,62,100,2019-11-08 12:30:07-07:00,96,100,2019-12-08 12:30:07-07:00,9,10,14,8,4,0.88,0.62,0.96,0.7864864864864864,0.787388888888889,0.787388888888889,0.6521739130434783,0.6426279602750191,0.6521739130434783,0.7606077294685991,77.0,C
